extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.4875 0.0014291 
0.4625 0.00369623 
0.4375 0.00546037 
0.4125 0.00680635 
0.3875 0.00781251 
0.3625 0.00854893 
0.3375 0.00907632 
0.3125 0.00944572 
0.2875 0.00969863 
0.2625 0.00986785 
0.2375 0.00997844 
0.2125 0.010049 
0.1875 0.010093 
0.1625 0.0101198 
0.1375 0.0101357 
0.1125 0.0101449 
0.0875 0.0101501 
0.0625 0.010153 
0.0375 0.0101544 
0.0125 0.010155 
-0.0125 0.010155 
-0.0375 0.0101544 
-0.0625 0.010153 
-0.0875 0.0101501 
-0.1125 0.0101449 
-0.1375 0.0101357 
-0.1625 0.0101198 
-0.1875 0.010093 
-0.2125 0.010049 
-0.2375 0.00997844 
-0.2625 0.00986785 
-0.2875 0.00969863 
-0.3125 0.00944572 
-0.3375 0.00907632 
-0.3625 0.00854893 
-0.3875 0.00781251 
-0.4125 0.00680635 
-0.4375 0.00546037 
-0.4625 0.00369623 
-0.4625 0.00369623 
-0.4875 0.0014291 
