extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.4875 4.34887e-05 
0.4625 8.17281e-05 
0.4375 9.57828e-05 
0.4125 0.000100124 
0.3875 0.000101257 
0.3625 0.000101507 
0.3375 0.000101554 
0.3125 0.000101561 
0.2875 0.000101562 
0.2625 0.000101562 
0.2375 0.000101562 
0.2125 0.000101562 
0.1875 0.000101562 
0.1625 0.000101562 
0.1375 0.000101562 
0.1125 0.000101562 
0.0875 0.000101562 
0.0625 0.000101562 
0.0375 0.000101562 
0.0125 0.000101562 
-0.0125 0.000101562 
-0.0375 0.000101562 
-0.0625 0.000101562 
-0.0875 0.000101562 
-0.1125 0.000101562 
-0.1375 0.000101562 
-0.1625 0.000101562 
-0.1875 0.000101562 
-0.2125 0.000101562 
-0.2375 0.000101562 
-0.2625 0.000101562 
-0.2875 0.000101562 
-0.3125 0.000101561 
-0.3375 0.000101554 
-0.3625 0.000101507 
-0.3875 0.000101257 
-0.4125 0.000100124 
-0.4375 9.57828e-05 
-0.4625 8.17281e-05 
-0.4875 4.34887e-05 
