extracted simu data (only one row of particles
file structure:
  y  |  T  

0.995 0.911471 
0.99 0.824033 
0.985 0.738733 
0.98 0.656545 
0.975 0.578328 
0.97 0.504806 
0.965 0.436546 
0.96 0.373948 
0.955 0.317247 
0.95 0.266516 
0.945 0.221681 
0.94 0.182541 
0.935 0.148788 
0.93 0.120036 
0.925 0.0958408 
0.92 0.0757267 
0.915 0.0592076 
0.91 0.0458045 
0.905 0.0350606 
0.9 0.0265515 
0.895 0.019893 
0.89 0.0147448 
0.885 0.0108117 
0.88 0.00784252 
0.875 0.00562752 
0.87 0.00399459 
0.865 0.00280492 
0.86 0.00194831 
0.855 0.00133871 
0.85 0.000909929 
0.845 0.000611823 
0.84 0.000406954 
0.835 0.000267777 
0.83 0.000174307 
0.825 0.000112249 
0.82 7.15125e-05 
0.815 4.50739e-05 
0.81 2.81076e-05 
0.805 1.73416e-05 
0.8 1.05861e-05 
0.795 6.39403e-06 
0.79 3.8214e-06 
0.785 2.25992e-06 
0.78 1.32252e-06 
0.775 7.65886e-07 
0.77 4.38932e-07 
0.765 2.48954e-07 
0.76 1.39747e-07 
0.755 7.7641e-08 
0.75 4.26951e-08 
0.745 2.32393e-08 
0.74 1.25212e-08 
0.735 6.67823e-09 
0.73 3.52608e-09 
0.725 1.84313e-09 
0.72 9.53828e-10 
0.715 4.88716e-10 
0.71 2.47932e-10 
0.705 1.24543e-10 
0.7 6.19493e-11 
0.695 3.05142e-11 
0.69 1.48846e-11 
0.685 7.19051e-12 
0.68 3.44026e-12 
0.675 1.63023e-12 
0.67 7.65166e-13 
0.665 3.55737e-13 
0.66 1.63828e-13 
0.655 7.47404e-14 
0.65 3.3779e-14 
0.645 1.51246e-14 
0.64 6.70941e-15 
0.635 2.94896e-15 
0.63 1.28427e-15 
0.625 5.54196e-16 
0.62 2.3698e-16 
0.615 1.0042e-16 
0.61 4.21702e-17 
0.605 1.75504e-17 
0.6 7.23909e-18 
0.595 2.95947e-18 
0.59 1.19921e-18 
0.585 4.81663e-19 
0.58 1.9177e-19 
0.575 7.56868e-20 
0.57 2.9613e-20 
0.565 1.14864e-20 
0.56 4.41715e-21 
0.555 1.68412e-21 
0.55 6.36641e-22 
0.545 2.38628e-22 
0.54 8.86897e-23 
0.535 3.26862e-23 
0.53 1.19457e-23 
0.525 4.3295e-24 
0.52 1.5564e-24 
0.515 5.55634e-25 
0.51 1.98917e-25 
0.505 7.70073e-26 
0.5 4.78258e-26 
0.495 7.70073e-26 
0.49 1.98917e-25 
0.485 5.55634e-25 
0.48 1.5564e-24 
0.475 4.3295e-24 
0.47 1.19457e-23 
0.465 3.26862e-23 
0.46 8.86897e-23 
0.455 2.38628e-22 
0.45 6.36641e-22 
0.445 1.68412e-21 
0.44 4.41715e-21 
0.435 1.14864e-20 
0.43 2.9613e-20 
0.425 7.56868e-20 
0.42 1.9177e-19 
0.415 4.81663e-19 
0.41 1.19921e-18 
0.405 2.95947e-18 
0.4 7.23909e-18 
0.395 1.75504e-17 
0.39 4.21702e-17 
0.385 1.0042e-16 
0.38 2.3698e-16 
0.375 5.54196e-16 
0.37 1.28427e-15 
0.365 2.94896e-15 
0.36 6.70941e-15 
0.355 1.51246e-14 
0.35 3.3779e-14 
0.345 7.47404e-14 
0.34 1.63828e-13 
0.335 3.55737e-13 
0.33 7.65166e-13 
0.325 1.63023e-12 
0.32 3.44026e-12 
0.315 7.19051e-12 
0.31 1.48846e-11 
0.305 3.05142e-11 
0.3 6.19493e-11 
0.295 1.24543e-10 
0.29 2.47932e-10 
0.285 4.88716e-10 
0.28 9.53828e-10 
0.275 1.84313e-09 
0.27 3.52608e-09 
0.265 6.67823e-09 
0.26 1.25212e-08 
0.255 2.32393e-08 
0.25 4.26951e-08 
0.245 7.7641e-08 
0.24 1.39747e-07 
0.235 2.48954e-07 
0.23 4.38932e-07 
0.225 7.65886e-07 
0.22 1.32252e-06 
0.215 2.25992e-06 
0.21 3.8214e-06 
0.205 6.39403e-06 
0.2 1.05861e-05 
0.195 1.73416e-05 
0.19 2.81076e-05 
0.185 4.50739e-05 
0.18 7.15125e-05 
0.175 0.000112249 
0.17 0.000174307 
0.165 0.000267777 
0.16 0.000406954 
0.155 0.000611823 
0.15 0.000909929 
0.145 0.00133871 
0.14 0.00194831 
0.135 0.00280492 
0.13 0.00399459 
0.125 0.00562752 
0.12 0.00784252 
0.115 0.0108117 
0.11 0.0147448 
0.105 0.019893 
0.1 0.0265515 
0.095 0.0350606 
0.09 0.0458045 
0.085 0.0592076 
0.08 0.0757267 
0.075 0.0958408 
0.07 0.120036 
0.065 0.148788 
0.06 0.182541 
0.055 0.221681 
0.05 0.266516 
0.045 0.317247 
0.04 0.373948 
0.035 0.436546 
0.03 0.504806 
0.025 0.578328 
0.02 0.656545 
0.015 0.738733 
0.01 0.824033 
0.005 0.911471 
