extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.486586 0.00668985 
0.486586 0.00668979 
0.486586 0.0066897 
0.486586 0.00668976 
0.459799 0.0189842 
0.459799 0.0189842 
0.459799 0.0189841 
0.459799 0.0189841 
0.433291 0.0305716 
0.433291 0.0305716 
0.433291 0.0305716 
0.433291 0.0305716 
0.407057 0.0413485 
0.407057 0.0413486 
0.407057 0.0413485 
0.407057 0.0413486 
0.381086 0.051363 
0.381086 0.051363 
0.381086 0.051363 
0.381086 0.051363 
0.355362 0.0606553 
0.355362 0.0606553 
0.355362 0.0606552 
0.355362 0.0606553 
0.329865 0.0692662 
0.329865 0.0692662 
0.329865 0.0692661 
0.329865 0.069266 
0.30458 0.0772046 
0.30458 0.0772048 
0.30458 0.0772048 
0.30458 0.0772047 
0.279488 0.0844636 
0.279488 0.0844636 
0.279488 0.0844637 
0.279488 0.0844637 
0.254575 0.0910384 
0.254574 0.0910383 
0.254575 0.0910385 
0.254575 0.0910384 
0.229826 0.0969521 
0.229826 0.096952 
0.229826 0.0969519 
0.229826 0.0969521 
0.20523 0.102236 
0.20523 0.102236 
0.20523 0.102236 
0.20523 0.102236 
0.18077 0.106918 
0.18077 0.106918 
0.18077 0.106918 
0.156425 0.11101 
0.156425 0.11101 
0.156425 0.11101 
0.156425 0.11101 
0.13218 0.114519 
0.13218 0.11452 
0.13218 0.11452 
0.13218 0.114519 
0.108023 0.117441 
0.108023 0.117441 
0.108023 0.117441 
0.108023 0.117441 
0.0839424 0.119763 
0.0839424 0.119763 
0.0839425 0.119763 
0.0839425 0.119763 
0.0599231 0.121491 
0.0599231 0.121491 
0.0599231 0.121492 
0.0599231 0.121491 
0.0359423 0.122635 
0.0359423 0.122635 
0.0359423 0.122636 
0.0359423 0.122636 
0.0119794 0.123207 
0.0119794 0.123207 
0.0119794 0.123208 
0.0119794 0.123208 
-0.0119794 0.123207 
-0.0119794 0.123207 
-0.0119794 0.123208 
-0.0119794 0.123208 
-0.0359423 0.122635 
-0.0359423 0.122635 
-0.0359423 0.122636 
-0.0359423 0.122636 
-0.0599231 0.121491 
-0.0599231 0.121491 
-0.0599231 0.121492 
-0.0599231 0.121491 
-0.0839424 0.119763 
-0.0839424 0.119763 
-0.0839425 0.119763 
-0.0839425 0.119763 
-0.108023 0.117441 
-0.108023 0.117441 
-0.108023 0.117441 
-0.108023 0.117441 
-0.13218 0.114519 
-0.13218 0.11452 
-0.13218 0.11452 
-0.13218 0.114519 
-0.156425 0.11101 
-0.156425 0.11101 
-0.156425 0.11101 
-0.156425 0.11101 
-0.18077 0.106918 
-0.18077 0.106918 
-0.18077 0.106918 
-0.20523 0.102236 
-0.20523 0.102236 
-0.20523 0.102236 
-0.20523 0.102236 
-0.229826 0.0969521 
-0.229826 0.096952 
-0.229826 0.0969519 
-0.229826 0.0969521 
-0.254575 0.0910384 
-0.254574 0.0910383 
-0.254575 0.0910385 
-0.254575 0.0910384 
-0.279488 0.0844636 
-0.279488 0.0844636 
-0.279488 0.0844637 
-0.279488 0.0844637 
-0.30458 0.0772046 
-0.30458 0.0772048 
-0.30458 0.0772048 
-0.30458 0.0772047 
-0.329865 0.0692662 
-0.329865 0.0692662 
-0.329865 0.0692661 
-0.329865 0.069266 
-0.355362 0.0606553 
-0.355362 0.0606553 
-0.355362 0.0606552 
-0.355362 0.0606553 
-0.381086 0.051363 
-0.381086 0.051363 
-0.381086 0.051363 
-0.381086 0.051363 
-0.407057 0.0413485 
-0.407057 0.0413486 
-0.407057 0.0413485 
-0.407057 0.0413486 
-0.433291 0.0305716 
-0.433291 0.0305716 
-0.433291 0.0305716 
-0.433291 0.0305716 
-0.459799 0.0189842 
-0.459799 0.0189842 
-0.459799 0.0189841 
-0.459799 0.0189841 
-0.486586 0.00668985 
-0.486586 0.00668979 
-0.486586 0.0066897 
-0.486586 0.00668976 
