extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.487298 0.00654369 
0.487298 0.00654364 
0.487298 0.00654367 
0.462166 0.0186436 
0.462166 0.0186436 
0.462166 0.0186436 
0.462166 0.0186436 
0.437071 0.0301802 
0.437072 0.0301801 
0.437072 0.0301802 
0.412007 0.0411206 
0.412007 0.0411207 
0.412007 0.0411206 
0.412007 0.0411206 
0.386968 0.0514613 
0.386968 0.0514614 
0.386968 0.0514613 
0.386968 0.0514613 
0.36195 0.0611966 
0.36195 0.0611967 
0.36195 0.0611968 
0.36195 0.0611967 
0.336948 0.0703182 
0.336948 0.0703183 
0.336948 0.0703183 
0.336948 0.0703183 
0.311959 0.0788155 
0.311959 0.0788155 
0.311959 0.0788154 
0.311959 0.0788154 
0.286981 0.0866761 
0.286981 0.0866761 
0.286981 0.086676 
0.286981 0.086676 
0.26201 0.09389 
0.26201 0.0938899 
0.26201 0.09389 
0.26201 0.0938901 
0.237046 0.100457 
0.237046 0.100457 
0.237046 0.100457 
0.237046 0.100457 
0.212086 0.106376 
0.212086 0.106377 
0.212086 0.106377 
0.212086 0.106376 
0.18713 0.111647 
0.18713 0.111647 
0.18713 0.111647 
0.18713 0.111647 
0.162176 0.116267 
0.162176 0.116267 
0.162176 0.116267 
0.162176 0.116267 
0.137224 0.120233 
0.137224 0.120233 
0.137224 0.120233 
0.112274 0.123544 
0.112274 0.123544 
0.112274 0.123544 
0.112274 0.123544 
0.0873234 0.126195 
0.0873234 0.126195 
0.0873234 0.126195 
0.0623737 0.128186 
0.0623737 0.128186 
0.0374242 0.129514 
0.0374242 0.129515 
0.0374242 0.129515 
0.0124747 0.130179 
0.0124747 0.130179 
-0.0124747 0.130179 
-0.0124747 0.130179 
-0.0374242 0.129514 
-0.0374242 0.129515 
-0.0374242 0.129515 
-0.0623737 0.128186 
-0.0623737 0.128186 
-0.0873234 0.126195 
-0.0873234 0.126195 
-0.0873234 0.126195 
-0.112274 0.123544 
-0.112274 0.123544 
-0.112274 0.123544 
-0.112274 0.123544 
-0.137224 0.120233 
-0.137224 0.120233 
-0.137224 0.120233 
-0.162176 0.116267 
-0.162176 0.116267 
-0.162176 0.116267 
-0.162176 0.116267 
-0.18713 0.111647 
-0.18713 0.111647 
-0.18713 0.111647 
-0.18713 0.111647 
-0.212086 0.106376 
-0.212086 0.106377 
-0.212086 0.106377 
-0.212086 0.106376 
-0.237046 0.100457 
-0.237046 0.100457 
-0.237046 0.100457 
-0.237046 0.100457 
-0.26201 0.09389 
-0.26201 0.0938899 
-0.26201 0.09389 
-0.26201 0.0938901 
-0.286981 0.0866761 
-0.286981 0.0866761 
-0.286981 0.086676 
-0.286981 0.086676 
-0.311959 0.0788155 
-0.311959 0.0788155 
-0.311959 0.0788154 
-0.311959 0.0788154 
-0.336948 0.0703182 
-0.336948 0.0703183 
-0.336948 0.0703183 
-0.336948 0.0703183 
-0.36195 0.0611966 
-0.36195 0.0611967 
-0.36195 0.0611968 
-0.36195 0.0611967 
-0.386968 0.0514613 
-0.386968 0.0514614 
-0.386968 0.0514613 
-0.386968 0.0514613 
-0.412007 0.0411206 
-0.412007 0.0411207 
-0.412007 0.0411206 
-0.412007 0.0411206 
-0.437071 0.0301802 
-0.437072 0.0301801 
-0.437072 0.0301802 
-0.437072 0.0301803 
-0.462166 0.0186436 
-0.462166 0.0186436 
-0.462166 0.0186436 
-0.462166 0.0186436 
-0.487298 0.00654369 
-0.487298 0.00654364 
-0.487298 0.00654363 
-0.487298 0.00654367 
