extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.475 0.002563 
0.45 0.00457854 
0.425 0.00613352 
0.4 0.00730954 
0.375 0.00818079 
0.35 0.00881267 
0.325 0.00926105 
0.3 0.00957219 
0.275 0.00978325 
0.25 0.00992315 
0.225 0.0100137 
0.2 0.010071 
0.175 0.0101064 
0.15 0.0101278 
0.125 0.0101403 
0.1 0.0101475 
0.075 0.0101515 
0.05 0.0101537 
0.025 0.0101547 
0 0.010155 
-0.025 0.0101547 
-0.05 0.0101537 
-0.075 0.0101515 
-0.1 0.0101475 
-0.125 0.0101403 
-0.15 0.0101278 
-0.175 0.0101064 
-0.2 0.010071 
-0.225 0.0100137 
-0.25 0.00992315 
-0.275 0.00978325 
-0.3 0.00957219 
-0.325 0.00926105 
-0.35 0.00881267 
-0.375 0.00818079 
-0.4 0.00730954 
-0.425 0.00613352 
-0.45 0.00457854 
-0.475 0.002563 
