extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.475 0.00853552 
0.45 0.016456 
0.425 0.0237852 
0.425 0.0237852 
0.4 0.030547 
0.4 0.030547 
0.375 0.036765 
0.375 0.036765 
0.35 0.0424619 
0.325 0.0476598 
0.325 0.0476598 
0.3 0.05238 
0.275 0.0566425 
0.275 0.0566425 
0.25 0.0604664 
0.25 0.0604664 
0.225 0.0638695 
0.225 0.0638695 
0.2 0.0668684 
0.2 0.0668684 
0.175 0.0694779 
0.175 0.0694779 
0.15 0.0717115 
0.15 0.0717115 
0.125 0.0735811 
0.125 0.073581 
0.0999998 0.0750967 
0.0999998 0.0750967 
0.0749999 0.0762667 
0.0499999 0.0770977 
0.025 0.0775944 
0 0.0777597 
-0.025 0.0775944 
-0.0499999 0.0770977 
-0.0749999 0.0762667 
-0.0999998 0.0750967 
-0.0999998 0.0750967 
-0.125 0.0735811 
-0.125 0.073581 
-0.15 0.0717115 
-0.15 0.0717115 
-0.175 0.0694779 
-0.175 0.0694779 
-0.2 0.0668684 
-0.2 0.0668684 
-0.225 0.0638695 
-0.225 0.0638695 
-0.25 0.0604664 
-0.25 0.0604664 
-0.275 0.0566425 
-0.275 0.0566425 
-0.3 0.05238 
-0.3 0.0523799 
-0.325 0.0476598 
-0.325 0.0476598 
-0.35 0.0424619 
-0.35 0.0424619 
-0.375 0.036765 
-0.375 0.036765 
-0.4 0.030547 
-0.4 0.030547 
-0.425 0.0237852 
-0.425 0.0237852 
-0.45 0.016456 
-0.45 0.016456 
-0.475 0.00853552 
-0.475 0.00853552 
