extracted simu data (only one row of particles
file structure:
  y  |  T  

0.99 0.819487 
0.98 0.648277 
0.97 0.495031 
0.96 0.364616 
0.95 0.259116 
0.94 0.177755 
0.93 0.117797 
0.92 0.075475 
0.91 0.0467981 
0.9 0.0281073 
0.89 0.0163672 
0.88 0.00924878 
0.87 0.00507586 
0.86 0.00270764 
0.85 0.00140487 
0.84 0.000709468 
0.83 0.000348927 
0.82 0.000167213 
0.81 7.81157e-05 
0.8 3.55891e-05 
0.79 1.58181e-05 
0.78 6.86082e-06 
0.77 2.90458e-06 
0.76 1.20047e-06 
0.75 4.84439e-07 
0.74 1.90887e-07 
0.73 7.34463e-08 
0.72 2.75937e-08 
0.71 1.01218e-08 
0.7 3.62456e-09 
0.69 1.26683e-09 
0.68 4.32056e-10 
0.67 1.43742e-10 
0.66 4.6633e-11 
0.65 1.47461e-11 
0.64 4.54273e-12 
0.63 1.36258e-12 
0.62 3.9768e-13 
0.61 1.12851e-13 
0.6 3.11118e-14 
0.59 8.32509e-15 
0.58 2.16e-15 
0.57 5.42787e-16 
0.56 1.31939e-16 
0.55 3.09807e-17 
0.54 7.01676e-18 
0.53 1.53045e-18 
0.52 3.21265e-19 
0.51 6.68353e-20 
0.5 2.48668e-20 
0.49 6.68353e-20 
0.48 3.21265e-19 
0.47 1.53045e-18 
0.46 7.01676e-18 
0.45 3.09807e-17 
0.44 1.31939e-16 
0.43 5.42787e-16 
0.42 2.16e-15 
0.41 8.32509e-15 
0.4 3.11118e-14 
0.39 1.12851e-13 
0.38 3.9768e-13 
0.37 1.36258e-12 
0.36 4.54273e-12 
0.35 1.47461e-11 
0.34 4.6633e-11 
0.33 1.43742e-10 
0.32 4.32056e-10 
0.31 1.26683e-09 
0.3 3.62456e-09 
0.29 1.01218e-08 
0.28 2.75937e-08 
0.27 7.34463e-08 
0.26 1.90887e-07 
0.25 4.84439e-07 
0.24 1.20047e-06 
0.23 2.90458e-06 
0.22 6.86082e-06 
0.21 1.58181e-05 
0.2 3.55891e-05 
0.19 7.81157e-05 
0.18 0.000167213 
0.17 0.000348927 
0.16 0.000709468 
0.15 0.00140487 
0.14 0.00270764 
0.13 0.00507586 
0.12 0.00924878 
0.11 0.0163672 
0.1 0.0281073 
0.09 0.0467981 
0.08 0.075475 
0.07 0.117797 
0.06 0.177755 
0.05 0.259116 
0.04 0.364616 
0.03 0.495031 
0.02 0.648277 
0.01 0.819487 
