extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.475 0.0103972 
0.45 0.0176322 
0.45 0.0176322 
0.424999 0.024638 
0.399999 0.0311005 
0.399999 0.0311005 
0.374999 0.0370454 
0.374999 0.0370453 
0.349999 0.0425005 
0.349999 0.0425005 
0.324999 0.0474839 
0.324999 0.0474838 
0.299999 0.0520148 
0.299999 0.0520148 
0.274999 0.0561114 
0.274999 0.0561114 
0.249999 0.0597908 
0.249999 0.0597908 
0.224999 0.0630689 
0.224999 0.0630689 
0.199999 0.0659606 
0.199999 0.0659605 
0.174999 0.0684792 
0.174999 0.0684792 
0.149999 0.0706369 
0.149999 0.0706369 
0.124999 0.0724444 
0.124999 0.0724443 
0.0999995 0.0739105 
0.0999995 0.0739105 
0.0749996 0.075043 
0.0749997 0.075043 
0.0499998 0.0758477 
0.0499998 0.0758477 
0.0249999 0.0763288 
0.0249999 0.0763288 
0 0.0764889 
-0.0249999 0.0763288 
-0.0249999 0.0763288 
-0.0499998 0.0758477 
-0.0499998 0.0758477 
-0.0749996 0.075043 
-0.0749997 0.075043 
-0.0999995 0.0739105 
-0.0999995 0.0739105 
-0.124999 0.0724444 
-0.124999 0.0724443 
-0.149999 0.0706369 
-0.149999 0.0706369 
-0.174999 0.0684792 
-0.174999 0.0684792 
-0.199999 0.0659606 
-0.199999 0.0659605 
-0.224999 0.0630689 
-0.224999 0.0630689 
-0.249999 0.0597908 
-0.249999 0.0597908 
-0.274999 0.0561114 
-0.274999 0.0561114 
-0.299999 0.0520148 
-0.299999 0.0520148 
-0.299999 0.0520147 
-0.324999 0.0474839 
-0.324999 0.0474838 
-0.349999 0.0425005 
-0.349999 0.0425005 
-0.374999 0.0370454 
-0.374999 0.0370453 
-0.399999 0.0311005 
-0.399999 0.0311005 
-0.424999 0.024638 
-0.424999 0.0246379 
-0.424999 0.0246379 
-0.45 0.0176322 
-0.45 0.0176322 
-0.475 0.0103972 
-0.475 0.0103972 
