extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.475081 0.014828 
0.475081 0.0148279 
0.475081 0.0148279 
0.475081 0.0148279 
0.448556 0.0264556 
0.448556 0.0264557 
0.448556 0.0264556 
0.448556 0.0264556 
0.422077 0.0378789 
0.422077 0.0378788 
0.422077 0.0378788 
0.395874 0.0483876 
0.395874 0.0483877 
0.395874 0.0483876 
0.395874 0.0483875 
0.369909 0.0580903 
0.369909 0.0580904 
0.369909 0.0580903 
0.369909 0.0580904 
0.344183 0.0670844 
0.344183 0.0670843 
0.344183 0.0670843 
0.344183 0.0670842 
0.318678 0.0754001 
0.318678 0.0754003 
0.318678 0.0754003 
0.318678 0.0754002 
0.293375 0.0830379 
0.293375 0.0830381 
0.293375 0.083038 
0.293375 0.083038 
0.268257 0.0899872 
0.268257 0.0899871 
0.268258 0.0899873 
0.268258 0.0899873 
0.243312 0.0962574 
0.243312 0.0962573 
0.243312 0.0962572 
0.243312 0.0962574 
0.218526 0.101879 
0.218526 0.101879 
0.218526 0.101879 
0.218526 0.101879 
0.193885 0.106885 
0.193885 0.106885 
0.193885 0.106884 
0.193885 0.106884 
0.169371 0.111293 
0.169371 0.111293 
0.169371 0.111293 
0.169371 0.111293 
0.144964 0.115111 
0.144964 0.115111 
0.144964 0.115111 
0.144964 0.115111 
0.120651 0.118343 
0.120651 0.118343 
0.120651 0.118343 
0.120651 0.118343 
0.0964219 0.120978 
0.0964219 0.120978 
0.0964219 0.120978 
0.0964219 0.120978 
0.0722628 0.123014 
0.0722627 0.123014 
0.0722628 0.123015 
0.0722628 0.123015 
0.0481536 0.124457 
0.0481536 0.124457 
0.0481537 0.124457 
0.0481537 0.124457 
0.0240718 0.125318 
0.0240718 0.125318 
0.0240718 0.125318 
0.0240718 0.125318 
0 0.125606 
-0.0240718 0.125318 
-0.0240718 0.125318 
-0.0240718 0.125318 
-0.0240718 0.125318 
-0.0481536 0.124457 
-0.0481536 0.124457 
-0.0481537 0.124457 
-0.0481537 0.124457 
-0.0722628 0.123014 
-0.0722627 0.123014 
-0.0722628 0.123015 
-0.0722628 0.123015 
-0.0964219 0.120978 
-0.0964219 0.120978 
-0.0964219 0.120978 
-0.0964219 0.120978 
-0.120651 0.118343 
-0.120651 0.118343 
-0.120651 0.118343 
-0.120651 0.118343 
-0.144964 0.115111 
-0.144964 0.115111 
-0.144964 0.115111 
-0.144964 0.115111 
-0.169371 0.111293 
-0.169371 0.111293 
-0.169371 0.111293 
-0.169371 0.111293 
-0.193885 0.106885 
-0.193885 0.106885 
-0.193885 0.106884 
-0.193885 0.106884 
-0.218526 0.101879 
-0.218526 0.101879 
-0.218526 0.101879 
-0.218526 0.101879 
-0.243312 0.0962574 
-0.243312 0.0962573 
-0.243312 0.0962572 
-0.243312 0.0962574 
-0.268257 0.0899872 
-0.268257 0.0899871 
-0.268258 0.0899873 
-0.268258 0.0899873 
-0.293375 0.0830379 
-0.293375 0.0830381 
-0.293375 0.083038 
-0.293375 0.083038 
-0.318678 0.0754001 
-0.318678 0.0754003 
-0.318678 0.0754003 
-0.318678 0.0754002 
-0.344183 0.0670844 
-0.344183 0.0670843 
-0.344183 0.0670843 
-0.344183 0.0670842 
-0.369909 0.0580903 
-0.369909 0.0580904 
-0.369909 0.0580903 
-0.369909 0.0580904 
-0.395874 0.0483876 
-0.395874 0.0483877 
-0.395874 0.0483876 
-0.395874 0.0483875 
-0.422077 0.0378789 
-0.422077 0.0378788 
-0.422077 0.0378788 
-0.422077 0.0378788 
-0.448556 0.0264556 
-0.448556 0.0264557 
-0.448556 0.0264556 
-0.448556 0.0264556 
-0.475081 0.014828 
-0.475081 0.0148279 
-0.475081 0.0148279 
-0.475081 0.0148279 
