extracted simu data (only one row of particles
file structure:
  y  |  T  

0.9875 0.77276 
0.975 0.56479 
0.9625 0.39137 
0.95 0.257222 
0.9375 0.160715 
0.925 0.0956648 
0.9125 0.0543647 
0.9 0.0295533 
0.8875 0.0153952 
0.875 0.00769702 
0.8625 0.00369817 
0.85 0.00170944 
0.8375 0.000760858 
0.825 0.000326311 
0.8125 0.00013491 
0.8 5.37866e-05 
0.7875 2.06806e-05 
0.775 7.66796e-06 
0.7625 2.74098e-06 
0.75 9.4415e-07 
0.7375 3.1318e-07 
0.725 9.99486e-08 
0.7125 3.06547e-08 
0.7 9.02295e-09 
0.6875 2.54446e-09 
0.675 6.86056e-10 
0.6625 1.76443e-10 
0.65 4.31628e-11 
0.6375 1.00107e-11 
0.625 2.19308e-12 
0.6125 4.51933e-13 
0.6 8.72031e-14 
0.5875 1.56774e-14 
0.575 2.61206e-15 
0.5625 4.01033e-16 
0.55 5.63885e-17 
0.5375 7.21254e-18 
0.525 8.32974e-19 
0.5125 8.67343e-20 
0.5 1.57736e-20 
0.4875 8.67343e-20 
0.475 8.32974e-19 
0.4625 7.21254e-18 
0.45 5.63885e-17 
0.4375 4.01033e-16 
0.425 2.61206e-15 
0.4125 1.56774e-14 
0.4 8.72031e-14 
0.3875 4.51933e-13 
0.375 2.19308e-12 
0.3625 1.00107e-11 
0.35 4.31628e-11 
0.3375 1.76443e-10 
0.325 6.86056e-10 
0.3125 2.54446e-09 
0.3 9.02295e-09 
0.2875 3.06547e-08 
0.275 9.99486e-08 
0.2625 3.1318e-07 
0.25 9.4415e-07 
0.2375 2.74098e-06 
0.225 7.66796e-06 
0.2125 2.06806e-05 
0.2 5.37866e-05 
0.1875 0.00013491 
0.175 0.000326311 
0.1625 0.000760858 
0.15 0.00170944 
0.1375 0.00369817 
0.125 0.00769702 
0.1125 0.0153952 
0.1 0.0295533 
0.0875 0.0543647 
0.075 0.0956648 
0.0625 0.160715 
0.05 0.257222 
0.0375 0.39137 
0.025 0.56479 
0.0125 0.77276 
