extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.4875 0.00256296 
0.4625 0.00457846 
0.4375 0.00613341 
0.4125 0.00730941 
0.3875 0.00818065 
0.3625 0.00881253 
0.3375 0.00926091 
0.3125 0.00957207 
0.2875 0.00978314 
0.2625 0.00992306 
0.2375 0.0100137 
0.2125 0.010071 
0.1875 0.0101064 
0.1625 0.0101277 
0.1375 0.0101403 
0.1125 0.0101475 
0.0875 0.0101516 
0.0625 0.0101537 
0.0375 0.0101549 
0.0125 0.0101553 
-0.0125 0.0101553 
-0.0375 0.0101549 
-0.0625 0.0101537 
-0.0875 0.0101516 
-0.1125 0.0101475 
-0.1375 0.0101403 
-0.1625 0.0101277 
-0.1875 0.0101064 
-0.2125 0.010071 
-0.2375 0.0100137 
-0.2625 0.00992306 
-0.2875 0.00978314 
-0.3125 0.00957207 
-0.3375 0.00926091 
-0.3625 0.00881253 
-0.3875 0.00818065 
-0.4125 0.00730941 
-0.4375 0.00613341 
-0.4625 0.00457846 
-0.4875 0.00256296 
