extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.487528 0.0127232 
0.487528 0.0127232 
0.462506 0.0248576 
0.462506 0.0248575 
0.437488 0.0363402 
0.437488 0.0363401 
0.437488 0.0363401 
0.437488 0.0363401 
0.412474 0.047184 
0.412474 0.047184 
0.412474 0.047184 
0.387463 0.0573898 
0.387463 0.0573898 
0.387463 0.0573898 
0.362455 0.0669575 
0.362455 0.0669575 
0.362455 0.0669576 
0.362455 0.0669576 
0.337449 0.0758874 
0.337449 0.0758874 
0.337449 0.0758874 
0.337449 0.0758874 
0.312446 0.0841793 
0.312446 0.0841793 
0.312446 0.0841793 
0.312446 0.0841793 
0.287445 0.0918334 
0.287445 0.0918336 
0.287445 0.0918334 
0.287445 0.0918333 
0.262445 0.0988495 
0.262445 0.0988496 
0.262445 0.0988495 
0.262445 0.0988494 
0.237446 0.105228 
0.237446 0.105228 
0.237446 0.105228 
0.237446 0.105228 
0.212449 0.110968 
0.212449 0.110968 
0.212449 0.110968 
0.187453 0.11607 
0.187453 0.11607 
0.187453 0.11607 
0.187453 0.11607 
0.162458 0.120535 
0.162458 0.120535 
0.162458 0.120535 
0.162458 0.120535 
0.137463 0.124362 
0.137463 0.124361 
0.137463 0.124362 
0.137463 0.124362 
0.112469 0.12755 
0.112469 0.12755 
0.112469 0.12755 
0.112469 0.12755 
0.0874753 0.130101 
0.0874753 0.130101 
0.0874753 0.130101 
0.0874753 0.130101 
0.0624821 0.132015 
0.0624821 0.132015 
0.0624821 0.132015 
0.0624821 0.132015 
0.0374892 0.13329 
0.0374892 0.13329 
0.0374892 0.13329 
0.0374892 0.13329 
0.0124964 0.133928 
0.0124964 0.133928 
0.0124964 0.133928 
-0.0124964 0.133928 
-0.0124964 0.133928 
-0.0124964 0.133928 
-0.0374892 0.13329 
-0.0374892 0.13329 
-0.0374892 0.13329 
-0.0374892 0.13329 
-0.0624821 0.132015 
-0.0624821 0.132015 
-0.0624821 0.132015 
-0.0624821 0.132015 
-0.0874753 0.130101 
-0.0874753 0.130101 
-0.0874753 0.130101 
-0.0874753 0.130101 
-0.112469 0.12755 
-0.112469 0.12755 
-0.112469 0.12755 
-0.112469 0.12755 
-0.137463 0.124362 
-0.137463 0.124361 
-0.137463 0.124362 
-0.137463 0.124362 
-0.162458 0.120535 
-0.162458 0.120535 
-0.162458 0.120535 
-0.162458 0.120535 
-0.187453 0.11607 
-0.187453 0.11607 
-0.187453 0.11607 
-0.187453 0.11607 
-0.212449 0.110968 
-0.212449 0.110968 
-0.212449 0.110968 
-0.237446 0.105228 
-0.237446 0.105228 
-0.237446 0.105228 
-0.237446 0.105228 
-0.262445 0.0988495 
-0.262445 0.0988496 
-0.262445 0.0988495 
-0.262445 0.0988494 
-0.287444 0.0918334 
-0.287445 0.0918336 
-0.287445 0.0918334 
-0.287445 0.0918333 
-0.312446 0.0841793 
-0.312446 0.0841793 
-0.312446 0.0841793 
-0.312446 0.0841793 
-0.337449 0.0758874 
-0.337449 0.0758874 
-0.337449 0.0758874 
-0.337449 0.0758874 
-0.362455 0.0669575 
-0.362455 0.0669575 
-0.362455 0.0669576 
-0.362455 0.0669576 
-0.387463 0.0573898 
-0.387463 0.0573898 
-0.387463 0.0573898 
-0.387463 0.0573899 
-0.412474 0.047184 
-0.412474 0.047184 
-0.412474 0.047184 
-0.412474 0.0471841 
-0.437488 0.0363402 
-0.437488 0.0363401 
-0.437488 0.0363401 
-0.437488 0.0363401 
-0.462506 0.0248576 
-0.462506 0.0248575 
-0.462506 0.0248575 
-0.462506 0.0248576 
-0.487528 0.0127232 
-0.487528 0.0127232 
-0.487528 0.0127233 
