extracted simu data (only one row of particles
file structure:
  y  |  T  

0.99 0.768811 
0.98 0.610917 
0.97 0.462983 
0.96 0.338806 
0.95 0.239422 
0.94 0.163364 
0.93 0.107732 
0.92 0.0687187 
0.91 0.0424359 
0.9 0.0253932 
0.89 0.0147373 
0.88 0.00830243 
0.87 0.00454395 
0.86 0.00241785 
0.85 0.00125168 
0.84 0.000630818 
0.83 0.000309675 
0.82 0.000148156 
0.81 6.91103e-05 
0.8 3.14444e-05 
0.79 1.39594e-05 
0.78 6.04828e-06 
0.77 2.55823e-06 
0.76 1.05648e-06 
0.75 4.26043e-07 
0.74 1.67781e-07 
0.73 6.45262e-08 
0.72 2.42338e-08 
0.71 8.88707e-09 
0.7 3.18193e-09 
0.69 1.11207e-09 
0.68 3.79292e-10 
0.67 1.26207e-10 
0.66 4.09548e-11 
0.65 1.29553e-11 
0.64 3.99293e-12 
0.63 1.19838e-12 
0.62 3.50004e-13 
0.61 9.94053e-14 
0.6 2.74315e-14 
0.59 7.34844e-15 
0.58 1.90901e-15 
0.57 4.80398e-16 
0.56 1.1696e-16 
0.55 2.75125e-17 
0.54 6.24355e-18 
0.53 1.36478e-18 
0.52 2.8718e-19 
0.51 5.99128e-20 
0.5 2.23505e-20 
0.49 5.99128e-20 
0.48 2.8718e-19 
0.47 1.36478e-18 
0.46 6.24355e-18 
0.45 2.75125e-17 
0.44 1.1696e-16 
0.43 4.80398e-16 
0.42 1.90901e-15 
0.41 7.34844e-15 
0.4 2.74315e-14 
0.39 9.94053e-14 
0.38 3.50004e-13 
0.37 1.19838e-12 
0.36 3.99293e-12 
0.35 1.29553e-11 
0.34 4.09548e-11 
0.33 1.26207e-10 
0.32 3.79292e-10 
0.31 1.11207e-09 
0.3 3.18193e-09 
0.29 8.88707e-09 
0.28 2.42338e-08 
0.27 6.45262e-08 
0.26 1.67781e-07 
0.25 4.26043e-07 
0.24 1.05648e-06 
0.23 2.55823e-06 
0.22 6.04828e-06 
0.21 1.39594e-05 
0.2 3.14444e-05 
0.19 6.91103e-05 
0.18 0.000148156 
0.17 0.000309675 
0.16 0.000630818 
0.15 0.00125168 
0.14 0.00241785 
0.13 0.00454395 
0.12 0.00830243 
0.11 0.0147373 
0.1 0.0253932 
0.09 0.0424359 
0.08 0.0687187 
0.07 0.107732 
0.06 0.163364 
0.05 0.239422 
0.04 0.338806 
0.03 0.462983 
0.02 0.610917 
0.01 0.768811 
