extracted simu data (only one row of particles
file structure:
  y  |  T  

0.9875 0.710684 
0.975 0.522992 
0.9625 0.358892 
0.95 0.234094 
0.9375 0.145405 
0.925 0.0860832 
0.9125 0.0486964 
0.9 0.0263678 
0.8875 0.0136894 
0.875 0.00682439 
0.8625 0.00327083 
0.85 0.00150875 
0.8375 0.000670357 
0.825 0.000287082 
0.8125 0.000118554 
0.8 4.72226e-05 
0.7875 1.81449e-05 
0.775 6.72491e-06 
0.7625 2.40342e-06 
0.75 8.2791e-07 
0.7375 2.74698e-07 
0.725 8.77129e-08 
0.7125 2.69228e-08 
0.7 7.93279e-09 
0.6875 2.24004e-09 
0.675 6.04986e-10 
0.6625 1.55909e-10 
0.65 3.82328e-11 
0.6375 8.89294e-12 
0.625 1.95483e-12 
0.6125 4.04425e-13 
0.6 7.83889e-14 
0.5875 1.41646e-14 
0.575 2.37339e-15 
0.5625 3.66649e-16 
0.55 5.18979e-17 
0.5375 6.68513e-18 
0.525 7.77775e-19 
0.5125 8.16135e-20 
0.5 1.49558e-20 
0.4875 8.16135e-20 
0.475 7.77775e-19 
0.4625 6.68513e-18 
0.45 5.18979e-17 
0.4375 3.66649e-16 
0.425 2.37339e-15 
0.4125 1.41646e-14 
0.4 7.83889e-14 
0.3875 4.04425e-13 
0.375 1.95483e-12 
0.3625 8.89294e-12 
0.35 3.82328e-11 
0.3375 1.55909e-10 
0.325 6.04986e-10 
0.3125 2.24004e-09 
0.3 7.93279e-09 
0.2875 2.69228e-08 
0.275 8.77129e-08 
0.2625 2.74698e-07 
0.25 8.2791e-07 
0.2375 2.40342e-06 
0.225 6.72491e-06 
0.2125 1.81449e-05 
0.2 4.72226e-05 
0.1875 0.000118554 
0.175 0.000287082 
0.1625 0.000670357 
0.15 0.00150875 
0.1375 0.00327083 
0.125 0.00682439 
0.1125 0.0136894 
0.1 0.0263678 
0.0875 0.0486964 
0.075 0.0860832 
0.0625 0.145405 
0.05 0.234094 
0.0375 0.358892 
0.025 0.522992 
0.0125 0.710684 
