extracted simu data (only one row of particles
file structure:
  y  |  T  

0.975 0.447703 
0.95 0.222721 
0.925 0.0909352 
0.9 0.0332501 
0.875 0.0108879 
0.85 0.00304657 
0.825 0.000724225 
0.8 0.000141467 
0.775 2.17355e-05 
0.75 2.48195e-06 
0.725 1.85462e-07 
0.7 6.61126e-09 
0.675 5.89836e-38 
0.65 0 
0.625 0 
0.6 0 
0.575 0 
0.55 0 
0.525 0 
0.5 0 
0.475 0 
0.45 0 
0.425 0 
0.4 0 
0.375 0 
0.35 2.52592e-69 
0.325 9.43737e-39 
0.3 6.61126e-09 
0.275 1.85462e-07 
0.25 2.48195e-06 
0.225 2.17355e-05 
0.2 0.000141467 
0.175 0.000724225 
0.15 0.00304657 
0.125 0.0108879 
0.1 0.0332501 
0.075 0.0909352 
0.05 0.222721 
0.025 0.447703 
