extracted simu data (only one row of particles
file structure:
  y  |  U (is v_x)  

0.487489 0.00557257 
0.487489 0.00557254 
0.487489 0.00557254 
0.487489 0.00557257 
0.46112 0.0187708 
0.46112 0.0187709 
0.46112 0.0187709 
0.46112 0.0187708 
0.434526 0.0313451 
0.434526 0.0313451 
0.434526 0.0313452 
0.408133 0.043002 
0.408133 0.0430019 
0.408133 0.043002 
0.381963 0.0538326 
0.381963 0.0538325 
0.381963 0.0538325 
0.356023 0.0638628 
0.356023 0.0638628 
0.356023 0.0638627 
0.330325 0.0730759 
0.304882 0.081448 
0.304882 0.081448 
0.304882 0.0814479 
0.2797 0.0889689 
0.2797 0.088969 
0.2797 0.088969 
0.254777 0.0956518 
0.254777 0.0956517 
0.254777 0.0956516 
0.254777 0.0956517 
0.230093 0.101532 
0.230093 0.101532 
0.230093 0.101532 
0.230093 0.101532 
0.20561 0.106725 
0.20561 0.106725 
0.20561 0.106724 
0.20561 0.106725 
0.181281 0.111352 
0.181281 0.111352 
0.181281 0.111352 
0.157068 0.115496 
0.157068 0.115496 
0.157068 0.115496 
0.157068 0.115496 
0.132932 0.1192 
0.132932 0.1192 
0.132932 0.1192 
0.132932 0.1192 
0.108832 0.12247 
0.108832 0.12247 
0.108832 0.12247 
0.108832 0.12247 
0.0847248 0.125254 
0.0847248 0.125254 
0.0847248 0.125254 
0.0847249 0.125254 
0.0605733 0.127427 
0.0605733 0.127427 
0.0605733 0.127427 
0.0363705 0.128907 
0.0363705 0.128907 
0.0363705 0.128907 
0.0121284 0.129658 
0.0121284 0.129658 
0.0121284 0.129658 
-0.0121284 0.129658 
-0.0121284 0.129658 
-0.0121284 0.129658 
-0.0363705 0.128907 
-0.0363705 0.128907 
-0.0363705 0.128907 
-0.0605733 0.127427 
-0.0605733 0.127427 
-0.0605733 0.127427 
-0.0847248 0.125254 
-0.0847248 0.125254 
-0.0847248 0.125254 
-0.0847249 0.125254 
-0.108832 0.12247 
-0.108832 0.12247 
-0.108832 0.12247 
-0.108832 0.12247 
-0.132932 0.1192 
-0.132932 0.1192 
-0.132932 0.1192 
-0.132932 0.1192 
-0.157068 0.115496 
-0.157068 0.115496 
-0.157068 0.115496 
-0.157068 0.115496 
-0.181281 0.111352 
-0.181281 0.111352 
-0.181281 0.111352 
-0.20561 0.106725 
-0.20561 0.106725 
-0.20561 0.106724 
-0.20561 0.106725 
-0.230093 0.101532 
-0.230093 0.101532 
-0.230093 0.101532 
-0.230093 0.101532 
-0.254777 0.0956518 
-0.254777 0.0956517 
-0.254777 0.0956516 
-0.254777 0.0956517 
-0.2797 0.0889689 
-0.2797 0.088969 
-0.2797 0.088969 
-0.2797 0.0889689 
-0.304882 0.081448 
-0.304882 0.081448 
-0.304882 0.0814479 
-0.304882 0.0814479 
-0.330325 0.0730759 
-0.330325 0.0730759 
-0.330325 0.0730759 
-0.330325 0.0730759 
-0.356023 0.0638628 
-0.356023 0.0638628 
-0.356023 0.0638627 
-0.356023 0.0638627 
-0.381963 0.0538326 
-0.381963 0.0538325 
-0.381963 0.0538325 
-0.381963 0.0538326 
-0.408133 0.043002 
-0.408133 0.0430019 
-0.408133 0.043002 
-0.408133 0.043002 
-0.434526 0.0313451 
-0.434526 0.0313451 
-0.434526 0.0313452 
-0.434526 0.0313452 
-0.46112 0.0187708 
-0.46112 0.0187709 
-0.46112 0.0187709 
-0.46112 0.0187708 
-0.487489 0.00557257 
-0.487489 0.00557254 
-0.487489 0.00557254 
-0.487489 0.00557257 
